Kunden_ID;Branche;Monat;Verbrauch_kWh;Tarif_Cent_kWh;Netz_und_Einkauf_Cent_kWh;Kundenzufriedenheit_Score
682500;Logistik;März;51994.0;31.06;31.18;3
569733;Supermarkt;Februar;23059.0;27.15;31.67;3
728802;Logistik;März;79160.0;42.82;25.92;9
848530;Hotel;Februar;64020.0;41.35;32.22;3
503464;Metallverarbeitung;Februar;;29.28;31.84;3
923155;Supermarkt;Februar;23518.0;29.51;37.8;10
525037;Hotel;Januar_FEHLER;;34.4;31.91;2
806230;Metallverarbeitung;März;74448.0;33.32;25.18;6
499207;Metallverarbeitung;Januar_FEHLER;38945.0;33.11;28.58;10
367285;Metallverarbeitung;März;57361.0;42.47;34.73;6
499041;Supermarkt;Februar;47196.0;30.88;37.16;8
926836;Hotel;März;25025.0;44.0;36.2;7
396248;Supermarkt;März;83759.0;40.52;24.79;9
574352;Bäckerei;Februar;28950.0;44.93;30.01;8
949695;Supermarkt;Februar;26736.0;38.24;35.44;2
282314;Metallverarbeitung;Januar_FEHLER;46708.0;27.43;26.1;3
143636;Logistik;Februar;24421.0;34.66;25.78;6
873153;Logistik;März;29133.0;28.04;28.73;3
832408;Supermarkt;Januar_FEHLER;67384.0;32.2;24.69;2
667310;Hotel;Februar;48435.0;30.3;23.54;6
418699;Hotel;Februar;24455.0;41.74;36.45;4
674540;Bäckerei;Januar_FEHLER;23215.0;43.44;24.87;8
981048;Logistik;Februar;82336.0;34.47;25.04;7
799861;Supermarkt;März;40143.0;40.33;32.72;3
783345;Supermarkt;Januar_FEHLER;39702.0;39.89;36.29;2
906320;Supermarkt;März;54604.0;32.4;30.31;3
802473;Bäckerei;Januar_FEHLER;17785.0;36.43;22.39;1
410428;Supermarkt;Januar_FEHLER;47887.0;42.94;36.34;1
414748;Hotel;Januar_FEHLER;77374.0;39.67;25.47;2
611522;Logistik;Januar_FEHLER;5897.0;32.0;33.67;9
235884;Metallverarbeitung;März;69235.0;37.48;25.15;8
846185;Bäckerei;Februar;67535.0;35.24;31.94;7
307523;Metallverarbeitung;Januar_FEHLER;42785.0;31.32;25.54;9
162037;Bäckerei;März;42522.0;41.72;27.15;9
823081;Logistik;Januar_FEHLER;48123.0;28.0;33.31;1
766397;Bäckerei;Januar_FEHLER;61406.0;40.7;31.91;6
183980;Supermarkt;Januar_FEHLER;30511.0;30.99;37.35;5
852645;Supermarkt;Februar;43759.0;38.1;34.0;5
484871;Supermarkt;Februar;65307.0;31.77;25.12;8
324952;Logistik;Januar_FEHLER;51609.0;40.27;33.52;4
345618;Hotel;Januar_FEHLER;75401.0;39.67;28.3;8
287685;Bäckerei;Februar;73419.0;42.03;27.42;8
933833;Supermarkt;Februar;83945.0;43.95;36.79;4
419734;Metallverarbeitung;Februar;57479.0;41.66;31.45;9
640964;Metallverarbeitung;März;47553.0;26.81;27.65;3
245670;Metallverarbeitung;März;41740.0;26.69;26.88;6
443317;Supermarkt;Februar;16619.0;38.87;25.24;3
223782;Supermarkt;Februar;40313.0;28.58;37.22;8
623579;Bäckerei;März;49810.0;33.13;22.44;6
415778;Bäckerei;Februar;23218.0;44.01;32.69;6
736333;Logistik;Januar_FEHLER;82284.0;41.48;30.95;3
175361;Hotel;Januar_FEHLER;45312.0;37.25;26.47;4
764690;Supermarkt;März;38508.0;32.64;33.25;2
148304;Bäckerei;Januar_FEHLER;29831.0;31.63;25.42;7
494542;Logistik;Februar;46833.0;35.63;36.34;3
938872;Metallverarbeitung;März;73239.0;43.98;28.81;3
256626;Bäckerei;März;83533.0;29.6;37.92;5
865732;Bäckerei;März;38180.0;42.64;29.89;9
687394;Hotel;Januar_FEHLER;37568.0;42.21;33.42;9
303209;Metallverarbeitung;Januar_FEHLER;73866.0;40.81;23.99;1
998047;Logistik;März;63591.0;36.83;28.53;4
871432;Supermarkt;März;17897.0;32.64;29.27;3
901233;Hotel;Januar_FEHLER;58423.0;28.69;23.28;8
775108;Supermarkt;Januar_FEHLER;54959.0;44.22;29.93;9
403260;Bäckerei;Januar_FEHLER;48098.0;33.46;34.98;8
489807;Logistik;März;22505.0;37.49;28.27;4
171187;Supermarkt;Januar_FEHLER;23362.0;35.8;34.42;4
129954;Hotel;Januar_FEHLER;39802.0;40.67;27.5;9
586003;Supermarkt;Februar;39256.0;37.99;35.5;5
718463;Bäckerei;März;21252.0;37.88;25.44;7
509027;Bäckerei;Februar;80497.0;31.61;28.06;8
399765;Logistik;Februar;67201.0;29.06;26.04;2
181059;Supermarkt;Februar;50619.0;37.69;30.69;5
735189;Hotel;Februar;82473.0;38.66;27.91;9
231207;Supermarkt;Januar_FEHLER;30716.0;38.0;28.52;9
520665;Bäckerei;Februar;72925.0;31.73;26.95;7
691964;Metallverarbeitung;März;24220.0;31.27;34.01;1
578782;Metallverarbeitung;Februar;;44.17;23.96;4
846405;Hotel;Januar_FEHLER;43651.0;28.88;33.29;8
381787;Logistik;März;68387.0;32.98;29.05;7
349849;Hotel;März;27323.0;32.73;27.7;7
168396;Metallverarbeitung;Januar_FEHLER;55884.0;41.19;30.22;3
332471;Logistik;März;49966.0;39.17;29.54;2
241958;Bäckerei;Januar_FEHLER;17877.0;41.86;35.74;9
562986;Metallverarbeitung;Januar_FEHLER;4466.0;26.53;25.3;6
176789;Metallverarbeitung;März;70944.0;26.14;30.75;8
707092;Supermarkt;Januar_FEHLER;67004.0;42.07;35.62;2
703333;Metallverarbeitung;März;57842.0;39.68;31.42;8
260149;Supermarkt;März;30983.0;26.93;34.2;6
892861;Logistik;März;9730.0;32.98;30.17;1
786137;Supermarkt;März;37791.0;32.17;26.04;1
599344;Logistik;Januar_FEHLER;36350.0;28.15;35.21;2
168492;Hotel;März;15396.0;31.03;29.07;10
576634;Logistik;März;21650.0;41.03;27.77;10
797582;Supermarkt;März;18832.0;35.12;32.92;6
659734;Supermarkt;März;69887.0;42.66;27.9;8
279431;Bäckerei;März;66893.0;27.44;37.13;5
464336;Logistik;Februar;17000.0;43.32;36.66;5
156339;Supermarkt;März;35649.0;28.6;34.13;5
111844;Logistik;Januar_FEHLER;;32.39;34.65;10
666263;Bäckerei;Februar;42771.0;41.93;32.01;1
738820;Supermarkt;Januar_FEHLER;60219.0;44.57;29.6;6
569897;Metallverarbeitung;Januar_FEHLER;20925.0;43.81;26.09;10
694428;Bäckerei;Februar;68551.0;40.38;27.28;4
259663;Metallverarbeitung;Januar_FEHLER;11339.0;27.15;36.27;3
513837;Hotel;Februar;8455.0;39.35;33.84;5
331573;Logistik;Februar;31339.0;39.17;27.21;1
962891;Bäckerei;März;;35.17;35.16;1
234128;Logistik;Januar_FEHLER;32377.0;33.01;22.52;4
838129;Bäckerei;Januar_FEHLER;18921.0;27.55;27.77;4
103550;Logistik;Januar_FEHLER;11145.0;43.16;27.22;9
360969;Metallverarbeitung;Februar;58773.0;44.39;27.8;9
271203;Bäckerei;Februar;16159.0;27.92;25.73;1
874091;Hotel;März;84134.0;44.01;26.78;9
165322;Supermarkt;Januar_FEHLER;73643.0;44.45;37.33;3
926584;Bäckerei;Februar;53164.0;27.36;25.65;4
624251;Supermarkt;Februar;76595.0;42.76;23.82;6
526666;Logistik;Januar_FEHLER;43992.0;43.13;27.23;1
335332;Hotel;Februar;42288.0;37.3;28.66;4
217093;Supermarkt;Januar_FEHLER;48080.0;42.5;34.23;5
222233;Bäckerei;Februar;8315.0;37.02;34.14;9
220964;Hotel;Februar;71324.0;39.87;26.01;10
103414;Logistik;Januar_FEHLER;26841.0;38.89;25.67;3
661054;Hotel;Januar_FEHLER;39596.0;28.74;24.1;10
931541;Hotel;Januar_FEHLER;57088.0;40.58;28.59;3
420927;Logistik;Februar;43579.0;44.07;34.42;10
583534;Bäckerei;Februar;8079.0;44.03;23.19;1
566247;Logistik;Februar;5385.0;28.82;32.76;7
328737;Hotel;Januar_FEHLER;6521.0;40.25;27.11;5
611213;Hotel;März;51340.0;33.13;31.71;1
719022;Logistik;März;58940.0;39.91;24.83;9
990567;Bäckerei;Februar;41088.0;34.28;28.23;9
444507;Logistik;Februar;71031.0;36.31;22.41;8
418846;Metallverarbeitung;Februar;35600.0;42.08;34.61;7
350290;Hotel;Februar;62321.0;27.76;29.78;3
749332;Metallverarbeitung;Januar_FEHLER;56462.0;40.74;29.4;2
806870;Logistik;März;67801.0;27.79;25.21;6
342168;Metallverarbeitung;Februar;48675.0;39.59;28.86;8
370629;Logistik;März;83303.0;41.92;29.61;2
983203;Supermarkt;Januar_FEHLER;51214.0;44.56;23.33;7
327521;Bäckerei;März;35560.0;31.39;28.24;2
578484;Supermarkt;März;26002.0;31.0;29.03;6
580266;Bäckerei;März;18969.0;31.06;32.69;7
690910;Bäckerei;März;56463.0;42.69;28.01;10
419075;Hotel;März;12211.0;40.68;29.02;1
436950;Hotel;März;32417.0;37.17;34.57;1
335283;Metallverarbeitung;Januar_FEHLER;23288.0;30.23;32.55;7
216098;Supermarkt;März;24573.0;33.41;33.64;7
743731;Hotel;Februar;33498.0;36.29;36.7;5
867429;Metallverarbeitung;Februar;13929.0;38.73;36.47;10
264328;Metallverarbeitung;März;49170.0;34.86;23.83;7
211859;Bäckerei;März;77008.0;37.34;22.38;9
870633;Hotel;Februar;16357.0;33.17;24.06;3
704259;Logistik;März;59084.0;33.38;32.04;3
808858;Logistik;Januar_FEHLER;33459.0;26.23;22.41;4
146196;Hotel;Januar_FEHLER;54339.0;26.25;36.57;3
494753;Metallverarbeitung;Februar;68586.0;31.13;34.88;8
277501;Bäckerei;Februar;35015.0;34.59;29.67;3
930429;Hotel;März;66409.0;31.04;29.18;5
924206;Metallverarbeitung;Januar_FEHLER;35801.0;37.51;30.01;7
631168;Bäckerei;März;15568.0;35.65;25.39;8
991912;Supermarkt;März;;39.65;32.74;4
959378;Supermarkt;Februar;20685.0;26.81;24.48;7
914014;Hotel;Februar;72441.0;34.04;33.4;9
488564;Logistik;Januar_FEHLER;23516.0;28.95;36.83;1
778281;Hotel;Februar;54108.0;44.61;28.93;4
714987;Supermarkt;Januar_FEHLER;28005.0;31.18;31.87;7
888474;Supermarkt;Januar_FEHLER;15166.0;34.24;37.12;7
469869;Hotel;März;76199.0;27.17;22.8;10
620478;Supermarkt;Januar_FEHLER;16977.0;27.03;32.95;2
274329;Metallverarbeitung;März;24790.0;44.07;22.01;1
609618;Metallverarbeitung;Februar;20301.0;39.05;34.29;2
761757;Hotel;März;63410.0;36.43;30.34;5
389070;Metallverarbeitung;März;14199.0;26.22;26.08;6
510703;Logistik;Januar_FEHLER;75088.0;26.98;36.61;4
581690;Supermarkt;März;10124.0;39.77;27.18;9
883323;Supermarkt;Januar_FEHLER;78832.0;26.08;24.01;2
420247;Bäckerei;Januar_FEHLER;40800.0;38.52;35.48;7
261350;Metallverarbeitung;Februar;68074.0;30.22;27.5;7
750126;Supermarkt;Februar;24692.0;32.82;26.98;9
175916;Hotel;Januar_FEHLER;27650.0;31.48;37.75;5
529011;Logistik;Januar_FEHLER;58711.0;43.35;28.37;8
612150;Metallverarbeitung;Januar_FEHLER;33253.0;32.69;37.96;9
600460;Metallverarbeitung;Januar_FEHLER;23853.0;33.32;23.05;1
413751;Hotel;Januar_FEHLER;66771.0;31.58;33.67;9
880975;Hotel;Januar_FEHLER;6010.0;28.71;30.81;1
451737;Logistik;Februar;77706.0;39.71;37.85;6
541978;Metallverarbeitung;März;22005.0;27.39;26.66;4
477030;Supermarkt;Januar_FEHLER;40066.0;30.66;35.22;1
462973;Hotel;Januar_FEHLER;28565.0;44.15;35.18;1
897831;Hotel;Februar;46245.0;42.3;35.77;1
641755;Hotel;März;65064.0;35.06;36.27;7
102203;Logistik;Februar;;29.13;35.4;1
251461;Bäckerei;Februar;23132.0;42.13;31.6;5
894252;Bäckerei;März;28647.0;30.97;23.77;5
623756;Bäckerei;März;15965.0;26.31;28.49;8
535876;Bäckerei;Februar;58241.0;27.17;36.4;7
309450;Supermarkt;Februar;82661.0;35.83;24.28;1
667081;Logistik;Februar;75569.0;44.06;32.37;8
261209;Hotel;Januar_FEHLER;8274.0;30.69;34.8;8
432697;Supermarkt;Februar;18923.0;42.37;31.93;2
720828;Supermarkt;Februar;67237.0;35.22;28.3;10
873215;Bäckerei;Februar;18329.0;33.45;28.49;6
641071;Metallverarbeitung;Februar;29070.0;33.17;23.52;6
855948;Hotel;Februar;29550.0;42.43;34.71;6
843681;Logistik;März;84510.0;38.59;24.07;4
322873;Hotel;Februar;73030.0;30.49;28.41;2
244619;Supermarkt;Februar;54984.0;29.86;31.61;4
253759;Logistik;Januar_FEHLER;27661.0;40.37;35.98;7
860398;Hotel;Februar;30789.0;41.54;27.32;4
833829;Metallverarbeitung;Januar_FEHLER;10466.0;32.54;36.0;10
160398;Bäckerei;Februar;61998.0;28.01;24.43;2
619795;Metallverarbeitung;Januar_FEHLER;84287.0;42.61;27.44;4
667588;Supermarkt;März;7989.0;28.01;37.06;2
115839;Metallverarbeitung;März;57209.0;35.07;31.24;1
640506;Bäckerei;Februar;16011.0;27.91;27.09;9
849459;Hotel;Januar_FEHLER;19561.0;27.35;34.27;6
861802;Bäckerei;Februar;79253.0;26.04;33.66;2
220096;Logistik;Februar;63055.0;31.01;36.68;10
254612;Metallverarbeitung;Februar;69049.0;30.59;35.56;7
720830;Metallverarbeitung;Januar_FEHLER;38603.0;34.18;34.45;5
955546;Supermarkt;Februar;;38.49;26.64;5
898354;Supermarkt;Januar_FEHLER;21030.0;26.98;27.73;10
983237;Metallverarbeitung;Februar;44045.0;26.61;37.66;9
233913;Logistik;März;36498.0;26.41;31.73;8
736253;Metallverarbeitung;Februar;14412.0;29.13;30.36;2
324518;Hotel;Februar;29790.0;38.79;36.62;9
861620;Logistik;Januar_FEHLER;9513.0;28.71;34.0;4
597151;Metallverarbeitung;Januar_FEHLER;46682.0;44.14;33.67;5
105015;Supermarkt;März;54094.0;32.22;28.64;5
589339;Bäckerei;Februar;18862.0;28.09;34.08;7
468751;Supermarkt;März;36682.0;28.12;27.22;10
415901;Supermarkt;Januar_FEHLER;35213.0;31.34;30.2;2
798014;Logistik;Februar;21541.0;36.56;25.69;6
790927;Logistik;Januar_FEHLER;79226.0;37.09;27.61;4
777113;Metallverarbeitung;März;17960.0;32.55;35.33;1
666264;Metallverarbeitung;Februar;26747.0;33.89;36.09;5
466761;Hotel;März;29994.0;30.54;30.45;7
266295;Hotel;Februar;16446.0;32.8;22.04;5
559759;Metallverarbeitung;Februar;27568.0;44.96;29.14;5
786220;Logistik;März;84903.0;38.87;31.02;4
420847;Bäckerei;Februar;49467.0;27.39;33.34;2
220095;Bäckerei;März;58463.0;27.08;23.6;6
148628;Hotel;Februar;82404.0;37.22;28.19;3
566424;Bäckerei;Januar_FEHLER;;40.48;32.29;3
402311;Supermarkt;März;38708.0;35.22;29.68;6
959705;Bäckerei;Januar_FEHLER;38456.0;42.16;31.47;6
767570;Metallverarbeitung;Januar_FEHLER;66609.0;33.06;35.87;4
872058;Bäckerei;Januar_FEHLER;64142.0;39.68;29.28;10
602295;Logistik;März;54809.0;44.27;31.32;1
263284;Supermarkt;Januar_FEHLER;15212.0;27.5;23.32;7
868521;Supermarkt;Januar_FEHLER;65744.0;42.96;25.26;10
902898;Hotel;Januar_FEHLER;61626.0;36.72;31.97;10
265656;Bäckerei;Januar_FEHLER;59465.0;42.14;30.89;2
272972;Hotel;Januar_FEHLER;27823.0;27.18;36.49;3
845832;Hotel;Februar;46317.0;26.41;24.51;2
774234;Hotel;Januar_FEHLER;43964.0;30.1;30.32;3
328955;Metallverarbeitung;Februar;71116.0;27.39;31.65;4
503034;Hotel;März;72109.0;27.99;27.87;10
458232;Metallverarbeitung;März;12129.0;40.59;37.83;1
610241;Logistik;März;10824.0;38.98;29.61;9
111642;Bäckerei;Januar_FEHLER;65011.0;40.23;33.68;1
535034;Supermarkt;Februar;44169.0;26.06;22.41;7
335441;Metallverarbeitung;Januar_FEHLER;55552.0;32.36;23.78;6
705380;Bäckerei;Februar;63283.0;39.61;35.66;4
671811;Bäckerei;März;47942.0;34.1;30.28;5
160853;Bäckerei;Januar_FEHLER;72080.0;30.1;33.34;2
713141;Metallverarbeitung;März;27517.0;30.64;23.35;1
179245;Logistik;Januar_FEHLER;80779.0;35.81;33.3;9
555628;Hotel;März;44458.0;44.38;31.66;7
158594;Bäckerei;Januar_FEHLER;26066.0;40.25;32.82;2
851599;Supermarkt;März;42544.0;36.06;29.32;10
196170;Hotel;März;55501.0;39.1;32.07;3
605947;Supermarkt;März;76189.0;33.45;30.94;8
216735;Metallverarbeitung;Januar_FEHLER;20810.0;30.78;31.81;10
725014;Logistik;März;40128.0;35.89;37.21;8
